Действующий;Тип;Название;Город;Индекс;"Индекс RU";"Код страны";Страна;КТА;Превышение;Принадлежность;Международный;Email;Web-сайт;Примечание
Недействующий;Вертодром;Агалеевское;;HE3K;ХЕ3К;UU-RUSSIA;Россия;"N58.76939° E099.06234°";335;ГА;;;;
Недействующий;Вертодром;"Аганская НРЕ";;H086;Х086;UU-RUSSIA;Россия;"N62.49843° E080.27478°";105;ГА;;;;
Недействующий;Аэродром;Агаповка;Магнитогорск;XSCN;ЬСЦН;UU-RUSSIA;Россия;"N53.37728° E059.12958°";378;ДОСААФ;;dosaaf-chel.ask@mail.ru;;"Горный. Оператор: АСК ДОСААФ России. Нкр.=(300)м."
Действующий;Вертодром;Агаревка;;HGK2;ХГК2;UU-RUSSIA;Россия;"N51.98152° E045.39755°";289;МО;;;;"Оператор: РВСН."
Действующий;Аэродром;Агат;"Гаврилов Ям";UUQA;УУЯА;UU-RUSSIA;Россия;"N57.31781° E039.81736°";106;АОН;;agat@gmzagat.ru;;"Оператор: ОАО Гаврилов-Ямский машиностроительный завод ""Агат"".  ВС до 5700 кг. АНП ПП зарегистрирован в МТУ ВТ ЦР ФАВТ 07.05.2013 №ЦП3-304."
Недействующий;Аэродром;Агвали;;URMJ;УРМЙ;UU-RUSSIA;Россия;"N42.52302° E046.16098°";1564;ГА;;;;"Горный. СРС: 4680/4840."
Недействующий;Аэродром;Агдары;;ZEK1;ЗЕК1;UU-RUSSIA;Россия;"N62.00455° E117.50252°";141;ГА;;;;
Действующий;Аэродром;Агзу;;UHTZ;УХТЗ;UU-RUSSIA;Россия;"N47.59737° E138.36905°";152;ГА;;;;"Оператор: нет данных. На середине ГВПП (в районе КТА) разбита ПП для вертолетов с маркировкой по углам."
Недействующий;Аэродром;Агинское;;UIAI;УИАИ;UU-RUSSIA;Россия;"N51.09398° E114.51115°";678;ГА;;;;
Недействующий;Аэродром;Агинское;;UNQG;УНЯГ;UU-RUSSIA;Россия;"N55.26620° E094.85050°";396;ГА;;;;
Действующий;Вертодром;Агириш;;HFG4;ХФГ4;UU-RUSSIA;Россия;"N61.92353° E063.00147°";153;ГА;;;;
Действующий;Аэродром;Агой;Туапсе;XRSP;ЬРСП;UU-RUSSIA;Россия;"N44.13893° E039.02893°";5;МО;;;;"Горный. Нкр.=(600)м, ОПРС:381-""АГ"".
На этом АД  с 4 декабря 1942 г. по март 1943 г. базировался легендарный 46-й гвардейский Таманский ордена Кутузова III степени женский ночной бомбардировочный полк под командованием  гв. майора Евдокии Давидовны Бершанской на самолетах По-2.
В н.в. на  АД размещен спеццентр выживания и реабилитации летного состава. Специализация: обучение выживанию летного состава в условиях акватории моря после вынужденного покидания ЛА."
Действующий;Вертодром;Агрнъеган;;HG04;ХГ04;UU-RUSSIA;Россия;"N62.31222° E077.59678°";83;ГА;;;;"Оператор: нет данных."
Недействующий;Аэродром;Ада;;UHHA;УХХА;UU-RUSSIA;Россия;"N47.14115° E137.53853°";826;ГА;;;;Горный.
Действующий;Аэродром;Адагум;;ZE49;ЗЕ49;UU-RUSSIA;Россия;"N45.08773° E037.74868°";27;АОН;;Ejel1@mail.ru;;"Оператор: физическое лицо АОН. Бывшая площадка АХР. "
Действующий;Вертодром;Адакская-1;;UUXA;УУЬА;UU-RUSSIA;Россия;"N66.80872° E059.91772°";170;ГА;;;;"Подконтрольна СЗ МТУ ВТ."
Действующий;Аэродром;Адамовка;;UWOD;УВОД;UU-RUSSIA;Россия;"N51.49360° E059.93495°";284;ГА;;;;"Бывший аэропорт МВЛ-2. ИВПП-07L/25R застроена, не используется. Зарегистрирована в качестве ПП в Приволжском МТУ ВТ ФАВТ №ПП3-157 от 10.09.2013г. Полеты выполняет ГУП Оренбургской области «Аэропорт Оренбург»."
Недействующий;Аэродром;Адамполь;;ZF30;ЗФ30;UK-UKRAINE;Украина;"N49.65890° E027.68755°";306;ГА;;;;"Бывшая  площадка  АХР."
Недействующий;Вертодром;Адерпаута;;HB6W;ХБ6В;UU-RUSSIA;Россия;"N68.89698° E075.85957°";8;ГА;;;;
Недействующий;Аэродром;Аджамка;;ZB88;ЗБ88;UK-UKRAINE;Украина;"N48.55820° E032.57527°";178;ГА;;;;"Площадка АХР. ВПП не проверена."
Действующий;Вертодром;Адзьва-180;;UUYA;УУЫА;UU-RUSSIA;Россия;"N67.31675° E060.78097°";95;ГА;;;;"Оператор: нет данных. ПП-1: 30x30м бетон, ПП-2, ПП-3: 20x20м бетон, ПП-4: 20x20м дерево. Маркирован огнями. Имеется заправка. ОПРС: 305-""AJ"". СРС ""Воркута-Радио""-5596."
Действующий;Вертодром;Адзьвавом;;UUYZ;УУЫЗ;UU-RUSSIA;Россия;"N66.59625° E059.27250°";87;ГА;;;;"Оператор: Администрация МО «г. Инта». До 13 тонн."
Действующий;Вертодром;Адзьвавом-2;;HEL8;ХЕЛ8;UU-RUSSIA;Россия;"N66.59493° E059.28805°";0;ГА;;;;
Действующий;Вертодром;Адлер;Адлер;HA4Z;ХА4З;UU-RUSSIA;Россия;"N43.44333° E039.92667°";12;ГА;;;;"Оператор: нет данных. При подаче флайт-плана допустим ЧБУ (индекс) аэропорта Сочи (Адлер): URSS. "
Действующий;Вертодром;"Адмиральская Бухта";;UUTB;УУТБ;UU-RUSSIA;Россия;"N56.79795° E036.19632°";133;АОН;;info@adm-buhta.ru;http://www.adm-buhta.ru/;"Оператор: Управляющая компания «Оршинские зори». АНППП зарегистрирован в МТУ ВТ ЦР Росавиации 18 фев 2016 №ЦП3-431."
Недействующий;Аэродром;Адуево;;ZA05;ЗА05;UU-RUSSIA;Россия;"N55.00238° E035.99560°";191;МО;;;;"Летное поле заросло, запущено. ГВПП распознается лишь условно. Не пригодна для посадки."
Действующий;Аэродром;Азём;;ZF3C;ЗФ3Ц;UR-RUSS/KZKST;Казахстан;"N43.18792° E076.55838°";890;АОН;;UstinovP@list.ru;;"Горный. Компания-оператор ""Air Zeal Kazakhstan"". Планируют АХР, прыжки с парашютом (для спортсменов на «крыльях»), базирование  частных ВС."
Действующий;Вертодром;Азимут;;HEG5;ХЕГ5;UU-RUSSIA;Россия;"N46.19462° E038.57008°";12;АОН;;;;"Собственник - Краснодарская краевая общественная организация охотников и рыболовов ассоциации ""Росохотрыболовсоюз"" (КРОООР). В оперативном управлении ООО ""Азимут"". САН - директор ООО ""Азимут""."
Действующий;Аэродром;Азнакаево;;ZCG7;ЗЦГ7;UU-RUSSIA;Россия;"N54.87713° E053.07980°";206;ДОСААФ;;;;
Действующий;Аэродром;Азов;;XRRA;ЬРРА;UU-RUSSIA;Россия;"N47.08453° E039.40685°";44;ДОСААФ;;;http://www.dzalmaz.ru/;"Оператор: нет данных."
Действующий;Вертодром;Азов-сити;;HH7P;ХХ7П;UU-RUSSIA;Россия;"N46.86477° E038.63225°";31;АОН;;;;"Оператор: нет данных."
Действующий;Вертодром;Азовсталь;Мариуполь;HDG3;ХДГ3;UK-UKRAINE;Украина;"N47.10990° E037.62242°";35;АОН;;;;"Оператор : 
Индустриальный Союз Донбасса
Авиакомпания ИСД Авиа."
Действующий;Вертодром;Азовы;;HA7R;ХА7Р;UU-RUSSIA;Россия;"N64.89413° E065.06003°";18;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;Аибга;;URKB;УРКБ;UU-RUSSIA;Россия;"N43.58577° E040.19893°";835;ГА;;;;Горный.
Действующий;Вертодром;Аибга-2;;HD0F;ХД0Ф;UU-RUSSIA;Россия;"N43.58828° E040.19693°";847;ФСБ;;;;"Горный. Вертолетная площадка пограничного поста ""Аибга""."
Действующий;Аэродром;Аим;;ZC8D;ЗЦ8Д;UU-RUSSIA;Россия;"N58.78370° E134.26217°";241;ГА;;;;
Действующий;Вертодром;Ай-Петри;;HE3V;ХЕ3Ж;UU-RUSSIA;Россия;"N44.48495° E034.02772°";1304;МО;;;;"Горный. Обнаружена с воздуха. Принадлежит ПВО (позиция РЛС) и метеостанции."
Недействующий;Вертодром;Ай-Пим;;USRA;УСРА;UU-RUSSIA;Россия;"N62.26235° E071.18035°";80;ГА;;;;"Ур МТУ ВТ."
Недействующий;Аэродром;Айгыз;;XASK;ЬАСК;UR-RUSS/KZKST;Казахстан;"N47.73275° E079.52118°";578;МО;;;;Горный.
Недействующий;Аэродром;Айдара;;UNIA;УНИА;UU-RUSSIA;Россия;"N58.52900° E088.40262°";117;ГА;;;;
Действующий;Вертодром;Айон;;UHEJ;УХЕЙ;UU-RUSSIA;Россия;"N69.94017° E168.00692°";6;ГА;;;;"Остров Айон."
Недействующий;Аэродром;Айон;;ZF4X;ЗФ4Ь;UU-RUSSIA;Россия;"N69.92618° E168.00968°";25;ГА;;;;
Действующий;Аэродром;Айхал;;UERA;УЕРА;UU-RUSSIA;Россия;"N65.96088° E111.54503°";666;ГА;;;http://www.aerosever.ru/www/airports/air29/;"Горный. Оператор: нет данных. Система ССО: ОМИ ""Светлячок"". 
Покрытие ВПП: песчано-гравийная смесь (ПГС). Эксплуатант: Мирнинское АП Акционерной компании ""АЛРОСА"" (ЗАО). "
Действующий;Вертодром;Айюва;;HEC7;ХЕЦ7;UU-RUSSIA;Россия;"N63.84315° E054.19503°";125;ГА;;;;
Недействующий;Аэродром;"Ак Тасты";;UAAD;УААД;UR-RUSS/KZKST;Казахстан;"N45.61673° E072.58538°";503;МО;;;;"Жамбылская область. Горный."
Недействующий;Аэродром;Акжар;;UASV;УАСЖ;UR-RUSS/KZKST;Казахстан;"N47.57988° E083.72775°";690;ГА;;;;Горный.
Недействующий;Аэродром;Акимовка;;UPKM;УПКМ;UK-UKRAINE;Украина;"N46.70975° E035.14528°";24;ГА;;;;"Площадка АХР."
Действующий;Вертодром;Акись;;UUHA;УУХА;UU-RUSSIA;Россия;"N65.83977° E056.75243°";84;ГА;;;;"Подконтрольна СЗ МТУ ВТ."
Действующий;Аэродром;Аккала;;ZCZ0;ЗЦЗ0;UR-RUSS/KZKST;Казахстан;"N47.78418° E082.65717°";577;ГА;;;;"Восточно-Казахстанская область, Республика Казахстан. Горный."
Действующий;Вертодром;Аккем;;UNBC;УНБЦ;UU-RUSSIA;Россия;"N49.90720° E086.54425°";2042;ГА;;;;"Горный. Подконтрольна Сиб МТУ ВТ."
Недействующий;Аэродром;Акколь;;ZCN9;ЗЦН9;UR-RUSS/KZKST;Казахстан;"N49.94987° E060.57188°";;ГА;;;;
Действующий;Вертодром;Акколь;Акколь;HG53;ХГ53;UR-RUSS/KZKST;Казахстан;"N52.01985° E070.95205°";373;АОН;;;;"Собственник: РГКП «Казавиалесоохрана». Временная. Используется для стоянки вертолетов и отдыха экипажей."
Недействующий;Вертодром;Акользин;;URWD;УРВД;UU-RUSSIA;Россия;"N48.18328° E042.63330°";76;ГА;;;;
Действующий;Вертодром;Аксарка;;HH83;ХХ83;UU-RUSSIA;Россия;"N66.55054° E067.80612°";40;ГА;;;;"Владелец ПП: нет данных."
Действующий;Вертодром;Аксаут;;HE85;ХЕ85;UR-RUSS/KZKST;Казахстан;"N47.76958° E082.81899°";533;ГА;;;;Горный.
Недействующий;Аэродром;Аксеново;;UNHA;УНХА;UU-RUSSIA;Россия;"N58.93267° E101.57352°";177;ГА;;;;"Затоплен (Богучанская ГЭС)."
Недействующий;Вертодром;Аксиньино;;HA03;ХА03;UU-RUSSIA;Россия;"N55.72918° E036.96385°";136;АОН;;;;"Оператором выступал 2-й МАК."
Действующий;Вертодром;Аксис;Краснодар;HH1C;ХХ1Ц;UU-RUSSIA;Россия;"N45.02345° E038.94266°";33;АОН;;;;"Оператор: нет данных. ПП обустроена на кровле офисного здания компании ""Аксис""."
Действующий;Вертодром;Аксон;;HEU4;ХЕУ4;UU-RUSSIA;Россия;"N57.67707° E039.75868°";112;АОН;;akson@akson.ru;;"Оператор: ООО ""Аксон"". Обустроена на территории торгового центра ""Аксон"". АНППП зарегистрирован в МТУ ВТ ЦР ФАВТ 17 сен 2014 №ЦП3-372. Рекомендуемый заход на посадку с МК=305°."
Действующий;Аэродром;Аксу;Степногорск;UACS;УАЦС;UR-RUSS/KZKST;Казахстан;"N52.32598° E071.85225°";320;ГА;;;;"На аэродроме базируется ТОО «Авиакомпания «Феникс» (самолёты Ан-2)."
Недействующий;Аэродром;Аксу-Аюлы;;ZF08;ЗФ08;UR-RUSS/KZKST;Казахстан;"N48.78887° E073.71445°";720;АОН;;;;"Оператор: нет данных."
Недействующий;Аэродром;Аксубаево;;ZF36;ЗФ36;UU-RUSSIA;Россия;"N54.86965° E050.76830°";162;ГА;;;;"Бывший аэропорт МВЛ-2. Покрытие ИВПП нарушено. К посадке не пригоден."
